customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,avg_monthly_spend,spend_trend_ratio,service_count,streaming_count,has_protection_bundle,is_month_to_month,is_electronic_check,is_auto_payment,is_new_customer,family_account,tenure_bucket,charge_per_service,revenue_at_risk_annual
8128-YVJRG,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,1,86.39,0.922,4,0,0,1,0,0,0,0,7-12m,19.91,955.8
8129-GMVGI,Female,0,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.05,1090.1,0,19.47,1.03,1,0,0,0,0,0,0,1,4y+,20.05,240.6
8132-YPVBX,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,0,85.77,1.002,4,1,0,1,0,0,1,0,0-6m,21.49,1031.4
8133-ANHHJ,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,0,105.43,0.977,8,1,1,0,0,1,0,0,4y+,12.88,1236.0
8138-EALND,Male,0,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,311.6,0,20.77,0.951,1,0,0,1,0,0,0,0,1-2y,19.75,237.0
8143-ETQTI,Female,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.65,451.55,0,19.63,1.001,1,0,0,0,0,0,0,1,1-2y,19.65,235.8
8144-DGHXP,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,0,79.63,1.012,7,2,1,0,1,0,0,0,4y+,11.51,967.2
8146-QQKZH,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,0,83.44,0.981,7,2,1,0,0,1,0,1,4y+,11.69,982.2
8148-BPLZQ,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,0,51.01,0.976,3,0,0,1,1,0,0,0,2-4y,16.6,597.6
8148-NLEGT,Female,0,Yes,Yes,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,22.95,1014.25,0,24.15,0.95,2,0,0,0,1,0,0,1,2-4y,11.47,275.4
8148-WOCMK,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,125.0,0,15.63,1.254,1,0,0,0,0,1,0,1,7-12m,19.6,235.2
8149-AIQCG,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,0,70.02,1.045,3,0,0,1,0,1,0,0,2-4y,24.38,877.8
8149-RSOUN,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,1,93.85,1.0,5,2,0,1,1,0,1,0,0-6m,18.77,1126.2
8150-QUDFX,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.85,51.6,0,25.8,0.769,1,0,0,1,0,0,1,0,0-6m,19.85,238.2
8152-UOBNY,Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,0,106.96,0.999,7,2,0,0,1,0,0,0,4y+,15.26,1281.6
8152-VETUR,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),97.7,6869.7,0,95.41,1.024,6,2,0,0,0,1,0,1,4y+,16.28,1172.4
8155-IBNHG,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,1,72.83,1.035,3,0,0,1,0,1,0,1,1-2y,25.13,904.8
8158-WPEZG,Male,0,No,No,11,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,0,38.65,0.922,3,0,0,1,1,0,0,0,7-12m,11.88,427.8
8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,65.44,1.022,4,2,0,1,1,0,0,0,7-12m,16.71,802.2
8161-QYMTT,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,701.3,0,100.19,0.939,5,2,0,1,1,0,0,0,7-12m,18.82,1129.2
8164-OCKUJ,Female,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.6,1286.0,0,21.8,0.945,1,0,0,0,0,0,0,1,4y+,20.6,247.2
8165-CBKXO,Male,0,Yes,Yes,66,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,0,56.19,1.01,5,2,0,0,0,1,0,1,4y+,11.35,681.0
8165-ZJRNM,Female,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.75,1679.25,0,23.32,1.018,2,0,0,0,0,1,0,1,4y+,11.88,285.0
8166-ORCHU,Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,0,92.59,1.01,6,1,1,0,1,0,0,1,2-4y,15.59,1122.6
8166-ZZTFS,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,1,79.77,1.01,7,2,0,0,0,1,0,1,4y+,11.51,966.6
8167-GJLRN,Male,0,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,27.38,1.11,2,0,0,1,1,0,1,0,0-6m,15.2,364.8
8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1,100.49,0.974,6,2,0,1,0,1,0,0,7-12m,16.31,1174.2
8169-SAEJD,Male,1,Yes,No,69,No,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,0,57.28,0.987,5,2,0,0,0,1,0,1,4y+,11.31,678.6
8173-RXAYP,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,452.55,0,18.86,1.045,1,0,0,0,0,0,0,1,1-2y,19.7,236.4
8174-LNWMW,Female,0,No,No,31,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.9,689.35,0,22.24,0.94,1,0,0,0,0,1,0,0,2-4y,20.9,250.8
8174-TBVCF,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,0,97.99,0.967,9,2,1,0,0,1,0,1,4y+,10.53,1137.6
8178-EYZUO,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,1,90.32,1.037,6,1,0,1,1,0,0,0,2-4y,15.62,1124.4
8180-AKMJV,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,0,44.55,1.0,2,0,0,1,0,1,1,0,0-6m,22.27,534.6
8181-YHCMF,Female,0,Yes,Yes,68,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,0,60.43,0.998,6,2,0,0,0,1,0,1,4y+,10.05,723.6
8182-BJDSI,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,93.77,0.959,5,1,0,1,1,0,0,0,2-4y,17.99,1079.4
8182-PNAGI,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.25,593.75,1,49.48,1.016,3,0,0,1,0,1,0,0,7-12m,16.75,603.0
8183-ONMXC,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.75,159.45,1,79.72,1.013,3,1,0,1,1,0,1,0,0-6m,26.92,969.0
8184-WMOFI,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,0,72.38,0.987,6,1,1,0,0,1,0,1,4y+,11.9,856.8
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,1,73.0,1.034,3,0,0,1,1,0,1,1,0-6m,25.17,906.0
8189-DUKMV,Female,0,Yes,No,4,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.5,79.05,0,19.76,1.037,1,0,0,0,0,1,1,1,0-6m,20.5,246.0
8189-HBVRW,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,0,92.85,0.978,6,0,0,1,1,0,0,0,4y+,15.13,1089.6
8189-XRIKE,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,0,90.56,1.004,4,2,0,1,1,0,0,0,2-4y,22.74,1091.4
8190-ZTQFB,Male,0,No,No,41,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,0,50.61,1.015,4,2,0,0,1,0,0,0,2-4y,12.84,616.2
8191-XWSZG,Female,0,No,No,52,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.65,1022.95,0,19.67,1.05,1,0,0,0,0,0,0,0,4y+,20.65,247.8
8194-PEEBY,Female,0,Yes,Yes,24,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.9,533.5,0,22.23,0.895,1,0,0,0,0,0,0,1,1-2y,19.9,238.8
8197-BFWVU,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0,92.9,1.004,9,2,1,0,0,1,0,1,4y+,10.36,1119.0
8198-RKSZG,Female,0,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,0,81.22,0.991,7,2,0,1,0,1,0,1,1-2y,11.49,965.4
8199-ZLLSA,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,1,116.48,1.016,9,2,1,0,0,1,0,0,4y+,13.15,1420.2
8200-KLNYW,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,0,81.66,0.991,7,2,1,0,0,0,0,1,1-2y,11.56,970.8
8200-LGKSR,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,0,86.28,0.964,8,2,1,0,1,0,0,1,4y+,10.4,998.4
8201-AAXCB,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,0,56.19,1.074,4,1,0,1,1,0,0,1,2-4y,15.09,724.2
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,20.25,0,20.25,1.0,1,0,0,1,0,0,1,0,0-6m,20.25,243.0
8204-TIFGJ,Female,0,No,No,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,0,20.46,0.992,1,0,0,1,0,1,0,0,1-2y,20.3,243.6
8204-YJCLA,Male,1,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,0,65.73,0.986,7,2,1,0,0,1,0,1,4y+,9.26,777.6
8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,0,47.6,1.034,3,0,0,1,1,0,0,1,7-12m,16.4,590.4
8205-OTCHB,Male,0,No,No,22,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,41.07,1.065,4,1,0,0,0,1,0,0,1-2y,10.94,525.0
8205-VSLRB,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),77.3,5498.2,0,78.55,0.984,7,1,1,0,0,1,0,1,4y+,11.04,927.6
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.55,8306.05,0,115.36,0.993,9,2,1,0,0,1,0,1,4y+,12.73,1374.6
8207-VVMYB,Female,0,Yes,No,70,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),26.0,2006.95,0,28.67,0.907,2,0,0,0,0,1,0,1,4y+,13.0,312.0
8208-EUMTE,Male,0,No,No,16,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,0,57.26,0.958,6,1,1,0,0,0,0,0,1-2y,9.14,658.2
8212-CRQXP,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,0,77.57,1.031,3,1,0,1,0,1,0,1,1-2y,26.67,960.0
8212-DJRCH,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.35,434.5,0,86.9,1.04,5,1,0,1,0,0,1,1,0-6m,18.07,1084.2
8213-TAZPM,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.75,7493.05,0,108.59,1.001,8,2,0,0,0,1,0,1,4y+,13.59,1305.0
8215-NGSPE,Female,0,Yes,Yes,42,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.0,833.55,0,19.85,1.008,1,0,0,0,0,0,0,1,2-4y,20.0,240.0
8216-AZUUZ,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,0,102.47,0.98,6,2,0,0,1,0,0,1,2-4y,16.73,1204.8
8217-QYOHV,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.75,266.95,0,53.39,1.044,4,0,1,1,0,0,1,0,0-6m,13.94,669.0
8218-FFJDS,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.4,6058.95,0,84.15,1.027,8,2,1,0,0,1,0,1,4y+,10.8,1036.8
8219-VYBVI,Male,0,No,Yes,39,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,1004.35,0,25.75,0.971,2,0,0,0,0,0,0,1,2-4y,12.5,300.0
8220-OCUFY,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,0,59.92,1.005,5,0,1,0,1,0,0,0,1-2y,12.05,723.0
8221-EQDGL,Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0,2130.45,0,60.87,1.002,5,0,0,1,0,0,0,1,2-4y,12.2,732.0
8221-HVAYI,Male,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,0,71.15,0.972,7,0,1,0,0,1,0,1,2-4y,9.88,829.8
8224-DWCKX,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,0,69.0,1.062,3,0,0,1,0,1,0,0,7-12m,24.43,879.6
8224-IVVPA,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,0,61.22,0.926,4,0,0,1,0,0,0,0,2-4y,14.18,680.4
8224-KDLKN,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.0,1738.9,0,24.15,1.035,2,0,0,0,0,1,0,1,4y+,12.5,300.0
8224-UAXBZ,Female,0,Yes,No,58,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,45.35,2540.1,0,43.79,1.036,4,1,0,0,1,0,0,1,4y+,11.34,544.2
8225-BTJAU,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,1,79.35,0.999,3,1,0,1,1,0,0,0,7-12m,26.42,951.0
8226-BXGES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,0,88.95,1.006,6,0,0,0,0,1,0,1,4y+,14.91,1073.4
8229-BUJHX,Female,0,Yes,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,1500.95,0,21.14,0.97,1,0,0,0,0,1,0,1,4y+,20.5,246.0
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,0,49.83,1.028,3,0,0,1,1,0,0,0,7-12m,17.07,614.4
8229-TNIQA,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,1,49.24,0.92,2,0,0,1,0,0,1,0,0-6m,22.65,543.6
8231-BSWXX,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0,78.2,1.011,4,0,0,0,0,1,0,0,4y+,19.76,948.6
8232-CTLKO,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,0,60.56,0.987,4,1,0,0,1,0,0,1,4y+,14.94,717.0
8232-UTFOZ,Male,0,No,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.95,1399.35,0,20.28,0.984,1,0,0,0,0,1,0,0,4y+,19.95,239.4
8234-GSZYK,Male,0,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),26.45,1110.05,0,25.82,1.025,2,0,0,0,0,1,0,0,2-4y,13.22,317.4
8237-ULIXL,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.85,1871.85,0,26.0,0.956,2,0,0,0,0,1,0,1,4y+,12.43,298.2
8241-JUIQO,Female,0,No,No,61,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.45,1336.35,0,21.91,0.888,1,0,0,0,0,1,0,0,4y+,19.45,233.4
8242-JSVBO,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.65,322.5,0,46.07,0.969,2,0,0,1,0,1,0,0,7-12m,22.32,535.8
8242-PDSGJ,Male,0,Yes,No,70,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,0,38.47,1.018,4,0,1,0,0,1,0,1,4y+,9.79,469.8
8242-SOQUO,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,0,78.5,1.079,4,1,0,1,1,0,1,0,0-6m,21.18,1016.4
8245-UMPYT,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,1,98.83,0.975,5,2,0,1,1,0,0,0,1-2y,19.28,1156.8
8246-SHFGA,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.1,385.55,0,22.68,0.93,1,0,0,1,0,1,0,0,1-2y,21.1,253.2
8249-THVEC,Male,0,Yes,Yes,51,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.4,997.75,0,19.56,0.992,1,0,0,0,0,0,0,1,4y+,19.4,232.8
8250-ZNGGW,Female,1,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,0,57.57,1.04,5,0,1,1,0,1,1,0,0-6m,11.98,718.8
8257-RZAHR,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,1,67.21,0.963,5,1,0,1,0,1,0,1,1-2y,12.94,776.4
8258-GSTJK,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,1,79.25,0.972,3,0,0,1,1,0,1,0,0-6m,25.67,924.0
8259-DZLIZ,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),53.85,3399.85,0,53.12,1.014,4,0,0,0,0,1,0,1,4y+,13.46,646.2
8259-NFJTV,Female,0,Yes,Yes,7,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,0,35.23,0.984,3,0,1,1,0,0,0,1,7-12m,11.55,415.8
8260-NGFNY,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,1,25.2,1.0,1,0,0,1,0,0,1,0,0-6m,25.2,302.4
8261-GWDBQ,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,6925.9,0,115.43,1.005,9,2,1,0,0,1,0,1,4y+,12.89,1392.6
8262-COGGB,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,20.45,0,20.45,1.0,1,0,0,1,0,0,1,0,0-6m,20.45,245.4
8263-JQAIK,Male,1,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,47.5,1,23.75,1.029,1,0,0,1,0,0,1,0,0-6m,24.45,293.4
8263-OKETD,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,0,68.52,1.006,6,1,0,1,0,1,0,0,1-2y,11.48,826.8
8263-QMNTJ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,0,117.02,0.987,9,2,1,0,1,0,0,1,4y+,12.84,1386.6
8265-HKSOW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,0,106.37,1.01,8,1,1,0,0,1,0,1,4y+,13.43,1289.4
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,0,89.16,1.014,5,1,0,1,1,0,1,0,0-6m,18.08,1084.8
8267-KFGYD,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,21.05,21.05,0,21.05,1.0,1,0,0,1,0,0,1,1,0-6m,21.05,252.6
8267-ZNYVZ,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1,101.85,1.019,7,2,1,0,1,0,0,1,2-4y,14.82,1245.0
8268-YDIXR,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,0,93.82,0.993,6,0,0,0,1,0,0,1,4y+,15.53,1117.8
8270-RKSAP,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,0,66.43,1.061,2,0,0,1,1,0,0,0,7-12m,35.25,846.0
8272-ONJLV,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,0,98.67,0.97,5,2,0,0,1,0,0,0,7-12m,19.14,1148.4
8276-MQBYC,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,1,96.34,1.015,6,2,0,1,1,0,0,0,4y+,16.3,1173.6
8277-RVRSV,Female,0,Yes,Yes,33,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),24.15,800.3,0,24.25,0.996,2,0,0,0,0,1,0,1,2-4y,12.07,289.8
8280-MQRQN,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,1,50.45,1.0,3,0,0,1,0,0,1,0,0-6m,16.82,605.4
8285-ABVLB,Female,0,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,1328.35,0,18.98,1.046,1,0,0,0,0,1,0,1,4y+,19.85,238.2
8286-AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,47.95,47.95,0,47.95,1.0,3,0,0,1,1,0,1,0,0-6m,15.98,575.4
8290-YWKHZ,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,1,91.59,1.018,5,2,0,1,1,0,0,1,2-4y,18.64,1118.4
8292-FRFZQ,Female,0,No,No,39,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),41.15,1700.9,0,43.61,0.944,4,0,1,0,0,1,0,0,2-4y,10.29,493.8
8292-ITGYJ,Female,0,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.65,1138.8,0,25.31,0.974,2,0,0,0,0,1,0,1,2-4y,12.32,295.8
8292-TYSPY,Male,0,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,1,55.08,0.999,4,0,0,1,0,1,0,0,1-2y,13.75,660.0
8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,0,87.94,1.073,5,2,0,0,0,1,0,0,2-4y,18.88,1132.8
8295-FHIVV,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.4,168.65,0,24.09,0.805,1,0,0,1,0,0,0,0,7-12m,19.4,232.8
8295-KMENE,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,0,76.6,0.998,7,1,1,0,0,0,0,1,4y+,10.92,917.4
